OpenBUGS version 3.2.3 rev 1012
model is syntactically correct
data loaded
model compiled
initial values loaded and chain initialized but another chain contain uninitialized variables
model is initialized
model is already initialized
5000 updates took 1325 s
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
10000 updates took 4293508 s
CODA files written
Summary statistics
		mean	sd	val2.5pc	median	val97.5pc	sample
	dRR_Oir[38,3]	43.75	5.635	33.48	43.52	55.36	20000
	dRR_Oir[38,5]	5.626	1.876	2.64	5.403	10.02	20000
	dRR_Oir[38,6]	5.695	2.019	2.604	5.426	10.5	20000
	dRR_Oir[38,7]	13.82	3.066	8.494	13.56	20.43	20000
	dRR_Oir[38,8]	18.94	3.609	12.55	18.69	26.65	20000
	dRR_Oir[38,9]	12.77	3.068	7.632	12.47	19.5	20000
	dRR_Oir[38,10]	0.2046	0.1776	0.0295	0.1533	0.6809	20000
	dRR_Oir[38,11]	3.238	1.48	1.16	2.981	6.861	20000
	dRR_Oir[38,12]	0.07585	0.08234	0.006747	0.05106	0.2925	20000
	dRR_Oir[38,13]	56.34	6.705	44.13	56.05	70.51	20000
	dRR_Oir[38,15]	44.06	5.684	33.58	43.78	55.96	20000
	dRR_Oir[38,16]	0.4618	0.3529	0.08155	0.3679	1.385	20000
	dRR_Oir[38,17]	69.35	9.266	52.81	68.82	88.99	20000
	dRR_Oir[38,18]	0.1952	0.1772	0.02709	0.1437	0.658	20000
	dRR_Oir[38,19]	62.85	7.293	49.55	62.52	77.85	20000
	dRR_Oir[38,20]	11.75	2.985	6.769	11.47	18.29	20000
	dRR_Oir[38,21]	65.46	7.283	52.02	65.24	80.4	20000
	dRR_Oir[38,22]	49.2	6.082	38.03	48.88	61.61	20000
	dRR_Oir[38,23]	41.32	5.656	31.39	40.97	53.22	20000
	dRR_Oir[38,24]	43.77	6.45	32.34	43.36	57.38	20000
	dRR_Oir[38,25]	38.06	5.491	28.19	37.78	49.85	20000
	dRR_Oir[38,26]	60.57	6.708	48.33	60.29	74.63	20000
	dRR_Oir[38,27]	65.99	8.143	51.4	65.54	83.24	20000
	dRR_Oir[38,28]	63.34	7.442	49.88	62.95	79.07	20000
	dRR_Oir[38,29]	59.03	7.248	45.75	58.7	74.42	20000
	dRR_Oir[38,30]	14.84	4.775	7.631	14.15	25.96	20000
	dRR_Oir[39,2]	46.1	6.603	34.54	45.67	60.14	20000
	dRR_Oir[39,3]	42.99	5.382	32.98	42.79	54.29	20000
	dRR_Oir[39,5]	4.843	1.627	2.225	4.646	8.493	20000
	dRR_Oir[39,6]	6.434	2.001	3.189	6.195	11.05	20000
	dRR_Oir[39,7]	17.83	3.386	11.83	17.61	25.12	20000
	dRR_Oir[39,8]	25.5	4.102	18.07	25.28	34.29	20000
	dRR_Oir[39,9]	25.1	4.134	17.68	24.86	33.94	20000
	dRR_Oir[39,10]	0.2016	0.1714	0.02971	0.1532	0.6533	20000
	dRR_Oir[39,11]	3.469	1.601	1.23	3.181	7.338	20000
	dRR_Oir[39,12]	0.07659	0.08385	0.006594	0.05154	0.2992	20000
	dRR_Oir[39,13]	90.27	9.126	73.45	89.86	109.4	20000
	dRR_Oir[39,15]	65.36	7.424	51.69	65.04	81.12	20000
	dRR_Oir[39,16]	0.3175	0.2656	0.05159	0.2427	1.003	20000
	dRR_Oir[39,17]	170.1	17.28	139.5	168.8	208.4	20000
	dRR_Oir[39,18]	0.1991	0.1842	0.02703	0.1457	0.6838	20000
	dRR_Oir[39,19]	73.66	8.22	58.74	73.36	90.67	20000
	dRR_Oir[39,20]	12.88	3.317	7.337	12.55	20.22	20000
	dRR_Oir[39,21]	81.46	8.718	65.48	81.1	99.63	20000
	dRR_Oir[39,22]	53.5	6.802	41.03	53.14	67.99	20000
	dRR_Oir[39,23]	51.04	6.647	39.01	50.69	65.06	20000
	dRR_Oir[39,24]	53.54	7.491	40.16	53.09	69.38	20000
	dRR_Oir[39,25]	35.84	5.519	26.0	35.52	47.81	20000
	dRR_Oir[39,26]	91.01	8.697	74.63	90.57	108.9	20000
	dRR_Oir[39,27]	119.8	12.42	97.52	119.2	146.2	20000
	dRR_Oir[39,28]	84.62	9.123	67.94	84.2	103.4	20000
	dRR_Oir[39,29]	80.01	9.031	63.34	79.68	99.02	20000
	dRR_Oir[39,30]	31.7	8.574	18.63	30.37	52.16	20000
	dRR_Oir[40,2]	12.29	2.437	8.037	12.12	17.51	20000
	dRR_Oir[40,3]	59.81	6.101	48.52	59.56	72.65	20000
	dRR_Oir[40,5]	8.3	2.144	4.638	8.091	12.98	20000
	dRR_Oir[40,6]	1.379	0.7189	0.4152	1.238	3.164	20000
	dRR_Oir[40,7]	16.92	3.123	11.4	16.72	23.54	20000
	dRR_Oir[40,8]	36.93	4.853	28.11	36.64	47.2	20000
	dRR_Oir[40,9]	27.12	4.355	19.47	26.8	36.51	20000
	dRR_Oir[40,10]	0.1984	0.1701	0.02948	0.1503	0.6499	20000
	dRR_Oir[40,11]	3.999	1.395	1.828	3.798	7.217	20000
	dRR_Oir[40,12]	0.07313	0.07644	0.006531	0.04981	0.2768	20000
	dRR_Oir[40,13]	77.1	6.313	65.11	76.9	89.78	20000
	dRR_Oir[40,14]	45.73	5.058	36.61	45.43	56.27	20000
	dRR_Oir[40,15]	54.86	5.248	45.08	54.67	65.6	20000
	dRR_Oir[40,16]	0.4092	0.2896	0.07637	0.3343	1.173	20000
	dRR_Oir[40,17]	129.6	9.759	111.2	129.2	150.0	20000
	dRR_Oir[40,18]	0.1825	0.1576	0.02699	0.1385	0.5923	20000
	dRR_Oir[40,19]	70.97	6.186	59.37	70.82	83.7	20000
	dRR_Oir[40,20]	24.47	3.605	17.92	24.31	32.0	20000
	dRR_Oir[40,21]	65.42	5.859	54.37	65.33	77.37	20000
	dRR_Oir[40,22]	51.05	5.113	41.57	50.88	61.51	20000
	dRR_Oir[40,23]	34.86	4.203	27.13	34.66	43.54	20000
	dRR_Oir[40,24]	45.53	4.963	36.36	45.31	56.09	20000
	dRR_Oir[40,25]	32.02	4.042	24.69	31.84	40.41	20000
	dRR_Oir[40,26]	64.01	5.697	53.35	63.86	75.72	20000
	dRR_Oir[40,27]	68.11	6.266	56.49	67.94	81.15	20000
	dRR_Oir[40,28]	68.27	6.097	56.76	68.09	80.57	20000
	dRR_Oir[40,29]	68.28	6.101	56.86	68.05	80.95	20000
	dRR_Oir[40,30]	25.89	5.16	17.53	25.2	38.18	20000
	dRR_Oir[41,2]	6.773	1.935	3.562	6.575	11.09	20000
	dRR_Oir[41,3]	46.45	5.254	36.83	46.28	56.95	20000
	dRR_Oir[41,5]	8.345	2.173	4.684	8.139	13.08	20000
	dRR_Oir[41,6]	1.376	0.7232	0.4041	1.228	3.169	20000
	dRR_Oir[41,7]	17.03	3.178	11.48	16.81	23.84	20000
	dRR_Oir[41,8]	21.33	3.534	15.02	21.09	28.76	20000
	dRR_Oir[41,9]	37.28	5.355	27.71	36.91	48.86	20000
	dRR_Oir[41,10]	0.2	0.1687	0.0297	0.1521	0.6372	20000
	dRR_Oir[41,11]	1.234	0.7014	0.336	1.081	3.006	20000
	dRR_Oir[41,12]	0.07484	0.07946	0.006793	0.05022	0.2884	20000
	dRR_Oir[41,13]	69.74	6.848	57.14	69.46	83.94	20000
	dRR_Oir[41,14]	41.35	5.772	30.94	41.07	53.64	20000
	dRR_Oir[41,15]	54.09	5.862	43.28	53.83	66.22	20000
	dRR_Oir[41,16]	0.3003	0.2403	0.05068	0.2341	0.9317	20000
	dRR_Oir[41,17]	71.97	8.794	56.09	71.43	90.74	20000
	dRR_Oir[41,18]	0.1906	0.1735	0.02633	0.1411	0.6358	20000
	dRR_Oir[41,19]	58.16	6.397	46.21	57.92	71.48	20000
	dRR_Oir[41,20]	21.08	3.943	14.26	20.8	29.75	20000
	dRR_Oir[41,21]	93.42	8.297	77.89	93.03	110.7	20000
	dRR_Oir[41,22]	59.31	6.308	47.69	59.06	72.42	20000
	dRR_Oir[41,23]	48.99	5.724	38.52	48.7	61.06	20000
	dRR_Oir[41,24]	57.71	7.088	45.16	57.27	72.47	20000
	dRR_Oir[41,25]	36.14	4.896	27.39	35.84	46.35	20000
	dRR_Oir[41,26]	65.63	6.343	53.82	65.43	78.64	20000
	dRR_Oir[41,27]	72.97	8.091	58.35	72.5	89.97	20000
	dRR_Oir[41,28]	58.03	6.538	45.92	57.81	71.7	20000
	dRR_Oir[41,29]	64.34	7.004	51.43	64.02	78.85	20000
	dRR_Oir[41,30]	11.72	3.861	5.898	11.13	20.57	20000
	dRR_Oir[42,2]	51.78	6.792	39.5	51.38	65.9	20000
	dRR_Oir[42,3]	37.86	5.197	28.46	37.62	48.84	20000
	dRR_Oir[42,5]	10.69	2.742	6.055	10.43	16.8	20000
	dRR_Oir[42,6]	0.8759	0.5445	0.2107	0.7538	2.269	20000
	dRR_Oir[42,7]	21.37	3.891	14.43	21.12	29.66	20000
	dRR_Oir[42,8]	23.25	4.098	15.92	23.0	31.99	20000
	dRR_Oir[42,9]	39.78	5.985	29.15	39.37	52.71	20000
	dRR_Oir[42,10]	0.2076	0.1794	0.03095	0.1568	0.6818	20000
	dRR_Oir[42,11]	2.224	1.136	0.6914	2.0	5.07	20000
	dRR_Oir[42,12]	0.07641	0.08237	0.006874	0.05121	0.2932	20000
	dRR_Oir[42,13]	107.4	9.628	88.83	107.1	127.2	20000
	dRR_Oir[42,15]	46.12	5.962	35.14	45.84	58.24	20000
	dRR_Oir[42,16]	0.3114	0.2521	0.04987	0.2415	0.9891	20000
	dRR_Oir[42,17]	107.4	12.28	85.37	106.6	133.4	20000
	dRR_Oir[42,18]	0.1948	0.1787	0.02683	0.1425	0.6617	20000
	dRR_Oir[42,19]	55.11	6.792	42.66	54.79	69.1	20000
	dRR_Oir[42,20]	13.29	3.241	7.803	12.94	20.51	20000
	dRR_Oir[42,21]	62.48	7.248	49.09	62.18	77.36	20000
	dRR_Oir[42,22]	40.43	5.513	30.4	40.15	52.01	20000
	dRR_Oir[42,23]	49.47	6.266	38.14	49.19	62.45	20000
	dRR_Oir[42,24]	67.51	8.337	52.67	67.05	85.2	20000
	dRR_Oir[42,25]	23.58	4.193	16.13	23.31	32.59	20000
	dRR_Oir[42,26]	81.13	7.839	66.57	80.8	97.61	20000
	dRR_Oir[42,27]	100.2	10.66	80.76	99.73	123.3	20000
	dRR_Oir[42,28]	97.31	9.582	79.41	96.99	117.3	20000
	dRR_Oir[42,29]	86.06	9.148	69.0	85.53	104.9	20000
	dRR_Oir[42,30]	10.02	3.69	4.585	9.423	18.78	20000
	dRR_Oir[43,2]	5.349	1.471	2.887	5.212	8.611	20000
	dRR_Oir[43,3]	31.52	4.099	24.09	31.3	40.0	20000
	dRR_Oir[43,5]	9.057	2.179	5.338	8.869	13.81	20000
	dRR_Oir[43,6]	1.015	0.5604	0.2818	0.8969	2.409	20000
	dRR_Oir[43,7]	23.0	3.501	16.73	22.83	30.38	20000
	dRR_Oir[43,8]	15.77	2.882	10.61	15.63	21.87	20000
	dRR_Oir[43,9]	16.28	3.102	10.98	16.04	23.02	20000
	dRR_Oir[43,10]	0.1953	0.1646	0.03013	0.1481	0.6358	20000
	dRR_Oir[43,11]	0.8906	0.5265	0.2281	0.7737	2.229	20000
	dRR_Oir[43,12]	0.07356	0.07768	0.006742	0.05007	0.281	20000
	dRR_Oir[43,13]	79.82	7.14	66.59	79.57	94.5	20000
	dRR_Oir[43,15]	37.06	4.575	28.68	36.92	46.53	20000
	dRR_Oir[43,16]	0.2902	0.2268	0.05198	0.2286	0.8825	20000
	dRR_Oir[43,17]	87.19	9.6	70.1	86.66	108.0	20000
	dRR_Oir[43,18]	0.1867	0.1607	0.02693	0.1402	0.6193	20000
	dRR_Oir[43,19]	46.08	5.347	36.21	45.79	57.16	20000
	dRR_Oir[43,20]	6.478	1.867	3.395	6.284	10.65	20000
	dRR_Oir[43,21]	70.75	6.734	57.72	70.44	85.05	20000
	dRR_Oir[43,22]	33.97	4.414	26.0	33.75	43.2	20000
	dRR_Oir[43,23]	28.24	3.995	21.09	28.04	36.71	20000
	dRR_Oir[43,24]	44.28	5.735	34.03	43.93	56.35	20000
	dRR_Oir[43,25]	29.41	4.142	21.89	29.19	38.08	20000
	dRR_Oir[43,26]	63.08	5.87	51.95	62.89	74.47	20000
	dRR_Oir[43,27]	68.54	7.448	55.21	68.11	84.54	20000
	dRR_Oir[43,28]	59.66	6.342	47.81	59.44	73.01	20000
	dRR_Oir[43,29]	63.64	6.736	51.29	63.28	78.15	20000
	dRR_Oir[43,30]	11.44	3.656	5.879	10.9	19.86	20000
	dRR_Oir[44,2]	18.79	3.415	12.83	18.56	26.2	20000
	dRR_Oir[44,3]	38.52	4.381	30.44	38.34	47.61	20000
	dRR_Oir[44,5]	15.76	3.107	10.46	15.52	22.55	20000
	dRR_Oir[44,6]	0.8005	0.4846	0.2019	0.6877	2.045	20000
	dRR_Oir[44,7]	37.94	4.858	29.22	37.65	47.99	20000
	dRR_Oir[44,8]	21.48	3.546	15.21	21.28	28.85	20000
	dRR_Oir[44,9]	13.83	2.92	8.816	13.59	20.22	20000
	dRR_Oir[44,10]	0.1993	0.1721	0.03026	0.1502	0.6554	20000
	dRR_Oir[44,11]	1.224	0.6934	0.3321	1.072	2.957	20000
	dRR_Oir[44,12]	0.07541	0.08095	0.006844	0.05059	0.2873	20000
	dRR_Oir[44,13]	108.6	8.918	92.01	108.3	126.7	20000
	dRR_Oir[44,15]	45.71	5.273	35.94	45.49	56.59	20000
	dRR_Oir[44,16]	0.2947	0.2313	0.04898	0.2327	0.9	20000
	dRR_Oir[44,17]	83.07	9.648	65.55	82.42	103.5	20000
	dRR_Oir[44,18]	0.1921	0.1748	0.02676	0.1421	0.6459	20000
	dRR_Oir[44,19]	49.69	5.769	39.17	49.47	61.87	20000
	dRR_Oir[44,20]	4.423	1.53	2.015	4.226	7.93	20000
	dRR_Oir[44,21]	57.33	6.169	45.89	57.09	69.93	20000
	dRR_Oir[44,22]	22.92	3.651	16.41	22.74	30.6	20000
	dRR_Oir[44,23]	9.71	2.299	5.842	9.513	14.79	20000
	dRR_Oir[44,24]	28.01	4.491	19.99	27.67	37.52	20000
	dRR_Oir[44,25]	19.08	3.363	13.08	18.92	26.18	20000
	dRR_Oir[44,26]	64.44	6.25	52.67	64.17	77.25	20000
	dRR_Oir[44,27]	42.3	5.795	31.9	41.98	54.68	20000
	dRR_Oir[44,28]	52.6	6.138	41.54	52.24	64.14	20000
	dRR_Oir[44,29]	44.02	5.613	33.9	43.72	55.84	20000
	dRR_Oir[44,30]	3.979	1.812	1.426	3.657	8.311	20000
	dRR_Oir[45,2]	9.547	2.493	5.363	9.341	15.05	20000
	dRR_Oir[45,3]	57.13	6.782	44.74	56.8	70.96	20000
	dRR_Oir[45,5]	28.17	4.44	20.14	27.91	37.54	20000
	dRR_Oir[45,6]	1.143	0.6524	0.3016	1.003	2.765	20000
	dRR_Oir[45,7]	48.72	5.862	37.9	48.42	60.94	20000
	dRR_Oir[45,8]	40.58	5.123	30.96	40.37	51.01	20000
	dRR_Oir[45,9]	5.654	1.656	2.904	5.5	9.374	20000
	dRR_Oir[45,10]	0.2655	0.2029	0.04726	0.2119	0.7936	20000
	dRR_Oir[45,11]	1.646	0.8594	0.4932	1.473	3.808	20000
	dRR_Oir[45,12]	0.07597	0.08144	0.007016	0.05107	0.2914	20000
	dRR_Oir[45,13]	126.4	9.033	109.2	126.3	144.7	20000
	dRR_Oir[45,14]	72.55	7.556	58.73	72.26	88.56	20000
	dRR_Oir[45,15]	91.07	7.571	77.12	90.81	106.3	20000
	dRR_Oir[45,16]	0.3726	0.2608	0.07453	0.3065	1.044	20000
	dRR_Oir[45,17]	73.02	7.436	59.49	72.65	88.54	20000
	dRR_Oir[45,18]	0.2519	0.1932	0.04048	0.2009	0.7568	20000
	dRR_Oir[45,19]	69.29	6.589	56.96	69.1	82.96	20000
	dRR_Oir[45,20]	6.835	1.958	3.559	6.654	11.21	20000
	dRR_Oir[45,21]	63.77	6.344	51.78	63.5	76.88	20000
	dRR_Oir[45,22]	22.0	3.682	15.36	21.8	29.85	20000
	dRR_Oir[45,23]	6.767	2.012	3.475	6.539	11.36	20000
	dRR_Oir[45,24]	42.66	5.625	32.31	42.46	54.43	20000
	dRR_Oir[45,25]	23.54	4.006	16.41	23.33	32.0	20000
	dRR_Oir[45,26]	76.64	7.334	62.69	76.49	91.57	20000
	dRR_Oir[45,27]	53.59	6.412	41.74	53.31	67.15	20000
	dRR_Oir[45,28]	58.27	6.495	46.2	58.06	71.51	20000
	dRR_Oir[45,29]	53.82	6.279	42.22	53.59	66.87	20000
	dRR_Oir[45,30]	20.78	4.93	12.8	20.2	31.9	20000
	dRR_Oir[46,2]	58.92	6.776	46.61	58.53	73.19	20000
	dRR_Oir[46,3]	50.61	5.599	40.25	50.43	62.08	20000
	dRR_Oir[46,5]	15.71	3.15	10.3	15.46	22.65	20000
	dRR_Oir[46,6]	0.8121	0.4949	0.1972	0.6983	2.044	20000
	dRR_Oir[46,7]	32.8	4.57	24.58	32.57	42.34	20000
	dRR_Oir[46,8]	26.17	4.035	18.89	25.92	34.87	20000
	dRR_Oir[46,9]	2.254	0.9821	0.8038	2.095	4.596	20000
	dRR_Oir[46,10]	0.3026	0.2437	0.04968	0.2351	0.9285	20000
	dRR_Oir[46,11]	0.939	0.5781	0.2327	0.8059	2.403	20000
	dRR_Oir[46,12]	0.0756	0.08153	0.006806	0.05089	0.2886	20000
	dRR_Oir[46,13]	62.05	6.49	50.12	61.78	75.33	20000
	dRR_Oir[46,14]	15.99	3.341	10.19	15.71	23.28	20000
	dRR_Oir[46,15]	43.18	4.748	34.5	43.01	52.82	20000
	dRR_Oir[46,16]	0.2856	0.2194	0.04987	0.2261	0.8626	20000
	dRR_Oir[46,17]	33.1	5.467	23.62	32.69	44.81	20000
	dRR_Oir[46,18]	0.1901	0.1697	0.0264	0.1413	0.6336	20000
	dRR_Oir[46,19]	62.8	6.746	50.32	62.5	76.76	20000
	dRR_Oir[46,20]	3.096	1.241	1.229	2.911	6.027	20000
	dRR_Oir[46,21]	39.96	5.186	30.58	39.74	50.87	20000
	dRR_Oir[46,22]	18.44	3.323	12.54	18.23	25.51	20000
	dRR_Oir[46,23]	3.955	1.368	1.766	3.784	6.995	20000
	dRR_Oir[46,24]	44.61	6.021	33.74	44.23	57.35	20000
	dRR_Oir[46,25]	21.45	3.676	14.91	21.24	29.27	20000
	dRR_Oir[46,26]	71.22	6.727	58.65	71.04	85.28	20000
	dRR_Oir[46,27]	73.3	8.142	58.59	72.86	89.8	20000
	dRR_Oir[46,28]	58.91	6.652	46.87	58.55	72.72	20000
	dRR_Oir[46,29]	31.78	4.703	23.15	31.55	41.7	20000
	dRR_Oir[46,30]	2.823	1.424	0.8855	2.542	6.314	20000
	dRR_Oir[47,2]	118.5	12.01	97.4	117.9	144.2	20000
	dRR_Oir[47,3]	69.12	7.949	54.59	68.69	85.71	20000
	dRR_Oir[47,5]	16.8	3.88	10.21	16.46	25.34	20000
	dRR_Oir[47,6]	0.9445	0.6023	0.2214	0.804	2.474	20000
	dRR_Oir[47,7]	40.97	6.173	29.91	40.63	54.2	20000
	dRR_Oir[47,8]	23.88	4.55	16.05	23.56	33.46	20000
	dRR_Oir[47,9]	6.097	2.148	2.773	5.813	10.98	20000
	dRR_Oir[47,10]	0.2127	0.19	0.03018	0.1572	0.7228	20000
	dRR_Oir[47,11]	1.965	1.102	0.5492	1.737	4.711	20000
	dRR_Oir[47,12]	0.07787	0.08515	0.007211	0.05185	0.3002	20000
	dRR_Oir[47,13]	83.83	9.18	66.91	83.39	103.0	20000
	dRR_Oir[47,14]	23.93	4.978	15.31	23.51	34.9	20000
	dRR_Oir[47,15]	62.97	7.632	48.89	62.65	78.86	20000
	dRR_Oir[47,16]	0.323	0.266	0.05098	0.2486	1.037	20000
	dRR_Oir[47,17]	46.01	7.815	32.34	45.44	62.82	20000
	dRR_Oir[47,18]	0.2003	0.1865	0.02649	0.1456	0.6952	20000
	dRR_Oir[47,19]	44.72	6.593	32.82	44.38	58.64	20000
	dRR_Oir[47,20]	2.329	1.158	0.7357	2.105	5.173	20000
	dRR_Oir[47,21]	51.12	7.099	38.14	50.8	66.09	20000
	dRR_Oir[47,22]	11.88	3.072	6.702	11.6	18.56	20000
	dRR_Oir[47,23]	4.073	1.614	1.608	3.846	7.861	20000
	dRR_Oir[47,24]	44.05	7.078	31.57	43.54	59.28	20000
	dRR_Oir[47,25]	17.61	3.928	10.77	17.33	26.28	20000
	dRR_Oir[47,26]	122.3	10.69	102.1	122.0	143.8	20000
	dRR_Oir[47,27]	66.98	8.959	50.99	66.5	85.97	20000
	dRR_Oir[47,28]	84.54	9.68	66.96	84.1	104.8	20000
	dRR_Oir[47,29]	43.5	6.78	31.48	43.12	57.92	20000
	dRR_Oir[47,30]	3.57	1.898	1.063	3.188	8.28	20000
	dRR_Oir[48,2]	5.146	1.716	2.357	4.949	9.038	20000
	dRR_Oir[48,3]	52.46	5.987	41.45	52.22	64.85	20000
	dRR_Oir[48,5]	7.963	2.194	4.322	7.735	12.85	20000
	dRR_Oir[48,6]	0.8382	0.5108	0.2093	0.7187	2.128	20000
	dRR_Oir[48,7]	29.24	4.444	21.21	29.0	38.41	20000
	dRR_Oir[48,8]	27.14	4.266	19.58	26.92	36.36	20000
	dRR_Oir[48,9]	1.979	0.9235	0.6646	1.814	4.182	20000
	dRR_Oir[48,10]	0.2045	0.1774	0.03023	0.1533	0.683	20000
	dRR_Oir[48,11]	0.9846	0.6114	0.2414	0.8385	2.527	20000
	dRR_Oir[48,12]	0.07575	0.08128	0.007283	0.05036	0.2887	20000
	dRR_Oir[48,13]	76.21	7.545	62.19	75.95	91.6	20000
	dRR_Oir[48,14]	13.81	3.202	8.382	13.54	20.8	20000
	dRR_Oir[48,15]	57.64	6.291	46.09	57.4	70.63	20000
	dRR_Oir[48,16]	0.3053	0.2437	0.05135	0.2371	0.9655	20000
	dRR_Oir[48,18]	0.1908	0.1702	0.02562	0.1414	0.6461	20000
	dRR_Oir[48,19]	57.92	6.606	45.81	57.67	71.73	20000
	dRR_Oir[48,20]	5.973	1.914	2.895	5.743	10.41	20000
	dRR_Oir[48,21]	58.17	6.547	46.31	57.85	71.74	20000
	dRR_Oir[48,22]	30.07	4.529	21.93	29.81	39.72	20000
	dRR_Oir[48,23]	5.752	1.773	2.904	5.541	9.75	20000
	dRR_Oir[48,25]	13.35	2.956	8.328	13.13	19.83	20000
	dRR_Oir[48,26]	141.7	10.17	122.6	141.5	162.5	20000
	dRR_Oir[48,27]	56.31	7.144	43.42	55.92	71.18	20000
	dRR_Oir[48,28]	74.62	7.887	60.14	74.24	90.59	20000
	dRR_Oir[48,29]	37.32	5.404	27.7	37.02	48.9	20000
	dRR_Oir[48,30]	2.39	1.31	0.6871	2.104	5.624	20000
	dRR_Oir[49,2]	11.56	3.068	6.425	11.26	18.4	20000
	dRR_Oir[49,3]	33.66	5.291	24.14	33.42	44.8	20000
	dRR_Oir[49,5]	3.284	1.408	1.243	3.049	6.541	20000
	dRR_Oir[49,6]	0.9363	0.5933	0.2118	0.7968	2.466	20000
	dRR_Oir[49,7]	57.81	7.307	44.49	57.47	73.22	20000
	dRR_Oir[49,8]	38.41	5.787	28.0	38.08	50.62	20000
	dRR_Oir[49,9]	5.941	2.077	2.681	5.655	10.74	20000
	dRR_Oir[49,10]	0.2112	0.188	0.03028	0.1568	0.7166	20000
	dRR_Oir[49,11]	1.093	0.6954	0.2573	0.929	2.868	20000
	dRR_Oir[49,12]	0.07717	0.08508	0.006665	0.05139	0.3044	20000
	dRR_Oir[49,13]	86.93	9.207	69.76	86.61	105.9	20000
	dRR_Oir[49,14]	17.66	4.125	10.6	17.32	26.67	20000
	dRR_Oir[49,15]	70.74	7.934	56.06	70.38	87.2	20000
	dRR_Oir[49,16]	0.4854	0.3796	0.08345	0.3821	1.485	20000
	dRR_Oir[49,17]	46.5	7.772	32.68	45.88	62.87	20000
	dRR_Oir[49,18]	0.2003	0.1806	0.02666	0.1469	0.684	20000
	dRR_Oir[49,19]	60.84	7.628	46.84	60.47	76.87	20000
	dRR_Oir[49,20]	5.321	1.988	2.267	5.037	9.942	20000
	dRR_Oir[49,21]	55.55	7.268	42.01	55.23	69.11	20000
	dRR_Oir[49,22]	29.88	5.085	20.92	29.6	40.57	20000
	dRR_Oir[49,23]	28.52	4.929	19.86	28.17	38.85	20000
	dRR_Oir[49,25]	16.24	3.7	9.863	15.94	24.31	20000
	dRR_Oir[49,26]	145.3	11.58	123.8	144.9	169.4	20000
	dRR_Oir[49,27]	73.19	9.292	56.82	72.69	92.41	20000
	dRR_Oir[49,28]	95.35	10.13	75.91	94.86	116.3	20000
	dRR_Oir[49,29]	52.88	7.306	39.65	52.46	68.24	20000
	dRR_Oir[49,30]	2.745	1.531	0.7648	2.416	6.593	20000
	dRR_Oir[50,2]	4.256	1.669	1.716	4.021	8.116	20000
	dRR_Oir[50,3]	43.64	6.033	32.72	43.35	56.43	20000
	dRR_Oir[50,5]	4.389	1.696	1.812	4.143	8.429	20000
	dRR_Oir[50,6]	0.9232	0.5799	0.2196	0.7849	2.397	20000
	dRR_Oir[50,7]	35.1	5.475	25.36	34.74	46.66	20000
	dRR_Oir[50,8]	28.48	4.86	19.78	28.19	38.81	20000
	dRR_Oir[50,9]	3.323	1.405	1.254	3.098	6.724	20000
	dRR_Oir[50,10]	0.2107	0.1878	0.03037	0.1562	0.7098	20000
	dRR_Oir[50,11]	1.076	0.6854	0.2535	0.9101	2.84	20000
	dRR_Oir[50,12]	0.07691	0.08481	0.006707	0.05085	0.2977	20000
	dRR_Oir[50,13]	46.73	6.427	35.14	46.43	60.28	20000
	dRR_Oir[50,14]	17.94	4.108	10.97	17.58	27.03	20000
	dRR_Oir[50,15]	43.95	6.055	32.98	43.63	56.47	20000
	dRR_Oir[50,16]	0.3058	0.2429	0.051	0.2378	0.9475	20000
	dRR_Oir[50,17]	31.32	6.051	20.75	30.89	44.46	20000
	dRR_Oir[50,18]	0.1995	0.1815	0.0267	0.1465	0.6923	20000
	dRR_Oir[50,19]	63.23	7.726	49.39	62.89	79.57	20000
	dRR_Oir[50,20]	6.508	2.225	3.021	6.223	11.65	20000
	dRR_Oir[50,21]	63.95	7.701	49.88	63.63	80.03	20000
	dRR_Oir[50,22]	41.68	5.987	30.82	41.38	54.58	20000
	dRR_Oir[50,23]	7.648	2.293	3.876	7.391	12.79	20000
	dRR_Oir[50,24]	38.31	6.292	26.96	37.96	51.78	20000
	dRR_Oir[50,25]	12.0	3.057	6.915	11.69	18.71	20000
	dRR_Oir[50,26]	191.1	13.32	166.1	190.8	218.1	20000
	dRR_Oir[50,27]	87.07	10.31	68.68	86.38	108.4	20000
	dRR_Oir[50,28]	108.4	10.85	88.58	107.9	130.7	20000
	dRR_Oir[50,29]	63.84	8.058	49.13	63.5	80.57	20000
	dRR_Oir[50,30]	2.71	1.522	0.7684	2.382	6.513	20000
	dRR_Oir[51,3]	33.42	7.821	20.02	32.74	50.55	20000
	dRR_Oir[51,5]	6.944	3.131	2.434	6.411	14.4	20000
	dRR_Oir[51,6]	1.226	0.8684	0.2494	0.9972	3.482	20000
	dRR_Oir[51,7]	28.04	7.167	15.92	27.36	44.04	20000
